9252126994	9590044000
9914778691	9312942824
9258112797	9852528858
9285005638	9805206465
9474722410	9738761352
9707325991	9609841317
9949265092	9747603357
9189533760	9596644557
9585665158	9271632603
9414177203	9644474510
9954618655	9114383941
9117825587	9747603357
9144204904	9645018458
9697694457	9492387128
9205448497	9379885334
9396266865	9370747098
9265392878	9904077205
9496677706	9609841317
9551438923	9815043458
9246881366	9206815141
9595017949	9259826621
9319002509	9436584489
9660109814	9370747098
9101773379	9309633678
9972683560	9808823541
9618589892	9841232992
9710829216	9520366925
9761472857	9805206465
9952165933	9174308737
9632099421	9810766121
9265052684	9747603357
9385073820	9549408295
9473194739	9379885334
9575735508	9591914871
9819430046	9596644557
9425056405	9364038998
9703796212	9129840870
9427558067	9647629778
9473420282	9489178244
9344683598	9232442759
9697339794	9747603357
9445687797	9122975023
9768055020	9242887226
9780862971	9434495055
9133428749	9492387128
9697797034	9866297166
9977491366	9831105527
9840364048	9671416068
9636775343	9464241229
9702276446	990032477
9359994691	9738761352
9642282139	9408888222
9193201367	9379885334
9506468517	9335475915
9299991920	9160469367
9644639134	9938623230
9606904362	9932727131
9252358252	9232442759
9297836039	9352924395
9318011687	9793989587
9468130570	9881190185
9905111754	9590044000
9888922408	9462425372
9754077873	9370747098
9325394788	9852528858
9944853377	9866297166
9698797509	9462425372
9721972598	9629709625
9181388102	9549408295
9247072037	9660856551
9265900698	9671416068
9210342292	9644474510
9256713894	9483270280
9102047200	9647629778
9288579741	9492387128
9517990003	9114383941
9890592971	998857920
9248685459	9610057457
9178020543	9169180397
9981000941	9831248797
9372678163	9805206465
9323157875	9801800339
9323731902	9681305339
9749239507	9370747098
9525119291	9852528858
9747729240	9364038998
9903225760	9232442759
9750108208	9408888222
9379018879	9881190185
9110169391	9472754866
9192533657	9681305339
9302459240	9602141441
9814419522	9697861569
9709137583	9553232703
9959199992	9815043458
9168549174	9645018458
9957963252	9335475915
9865930346	9436584489
9444392738	9148824031
9656927557	9609841317
9657363607	9947781901
9527983382	9309633678
9865772104	9747603357
9714150002	9246016713
9176831263	9947781901
9114518413	9808823541
9197758111	9660856551
9568206269	9364038998
9182593454	9831248797
9679725286	9379885334
9610837182	9505607070
9811554110	9379885334
9812648111	9364038998
9193870210	9671416068
9176548912	9222772362
9936649541	9861710817
9649893250	9256386604
9767720571	9169180397
9269793226	9738761352
9561863877	9520366925
9242772187	9277149597
9470677023	9812019636
9125098811	9483495098
9510678532	9524723137
9642575291	9169180397
9318003555	9779648571
9628493367	9831105527
9232047963	9610057457
9251538818	9549408295
9527546015	9259826621
9951616149	9277149597
9874821440	9505607070
9700881502	9492387128
9871329764	9379885334
9659713782	9256386604
9154114321	9259826621
9302919553	9801800339
9372427151	9464241229
9350159584	9738761352
9472519370	9364038998
9646400545	9805206465
9822485439	9837705069
9403137249	9881190185
9684048788	9464241229
9829197054	9647629778
9820305641	9947781901
9351129490	9232442759
9613697678	9610057457
9847500485	9434495055
9556863068	9122975023
9698852224	9122975023
9870519294	9660856551
9785655725	9852528858
9897160148	9242887226
9250274910	9489443349
9517103066	9483270280
9675777313	9747603357
9334302150	9837705069
9224367702	9492387128
9783345697	9831248797
9721287808	9431278359
9816186441	9431278359
9566216089	9309633678
9737406186	9938623230
9903518765	9462425372
9370195854	9114383941
9185143521	9256386604
9751735285	9492387128
9115515199	9596644557
9176286876	9160469367
9476482741	9462425372
9127070015	9852528858
9592184015	9610057457
9863863219	9352924395
9908636431	9335475915
9662283916	9866297166
9230926964	9543264233
9832825363	9542164205
9882067802	9947781901
9282983649	9904077205
9621898966	9852528858
9624186892	9785997754
9691861713	9738761352
9666742592	9681305339
9332032256	9932727131
9490647950	9797029190
9950496999	9543264233
9827861936	9543264233
9811967003	9841232992
9142516678	9747603357
9952470526	9697861569
9149550011	9938623230
9320029070	9464241229
9869369173	9242887226
9287413825	9644474510
9376410565	9169180397
9982395546	9861710817
9562838535	9831105527
9133342672	9522778092
9805130354	9524723137
9333588556	9841232992
9290923821	9483495098
9886680342	9255535196
9936256929	9839455214
9106438181	9801800339
9799209250	9841232992
9210695230	9309633678
9774957051	9938623230
9465654899	9271632603
9839384536	9255535196
9308993415	9522778092
9893646485	9861710817
9304152338	9839455214
9450456833	9645018458
9155706654	9549408295
994381825	9610057457
9146260883	9831105527
9843044928	9256386604
9839016755	9129840870
9433904777	9797029190
9826972729	9647629778
9862146395	9671416068
9199656562	9779648571
9799229711	9645018458
9341359105	9840062906
9128768270	9629709625
9871028479	9542164205
9946665120	9478360538
9483300270	9434495055
9285811747	9805206465
9252581068	9505607070
9342159418	9824472500
9917668741	9698678893
9498601916	9805206465
9473084289	9431278359
9665861923	9271632603
9855106733	9810766121
9685452580	9602141441
9125443938	9489443349
9368789499	9524723137
9823537985	9399454651
9978657366	9524723137
